# Wavelength, (Rp/Rs)^2, Rp/Rs
1.258925411794167282e+01	1.456880166720957333e-02	1.207012910751561613e-01
1.250241722755519902e+01	1.454771010594884881e-02	1.206138885284312873e-01
1.241617931193412261e+01	1.458213660384831065e-02	1.207565178524468291e-01
1.233053623953060018e+01	1.452058904306432856e-02	1.205014068094822227e-01
1.224548390729492020e+01	1.450899481231838518e-02	1.204532889227952347e-01
1.216101824047899171e+01	1.450109669505616171e-02	1.204204994801805345e-01
1.207713519244111033e+01	1.448476586446328061e-02	1.203526728596555906e-01
1.199383074445208841e+01	1.447976368167116015e-02	1.203318897120425057e-01
1.191110090550272638e+01	1.445602178718999146e-02	1.202331975254338492e-01
1.182894171211260215e+01	1.442815337444641396e-02	1.201172484468671781e-01
1.174734922814019455e+01	1.449971176086182686e-02	1.204147489340978844e-01
1.166631954459428933e+01	1.442065701355584734e-02	1.200860400444441617e-01
1.158584877944675462e+01	1.444480424787518945e-02	1.201865393788971309e-01
1.150593307744648541e+01	1.439553085655034641e-02	1.199813771239117977e-01
1.142656860993475121e+01	1.434682456999124799e-02	1.197782307850272371e-01
1.134775157466176232e+01	1.444115686380807381e-02	1.201713645749605125e-01
1.126947819560449915e+01	1.437888532012816627e-02	1.199119898931218925e-01
1.119174472278581867e+01	1.444748099982738447e-02	1.201976746856085604e-01
1.111454743209479190e+01	1.437569433677150614e-02	1.198986836323547994e-01
1.103788262510827245e+01	1.439752645429005252e-02	1.199896931169092268e-01
1.096174662891376528e+01	1.439520247755646937e-02	1.199800086579279612e-01
1.088613579593338088e+01	1.436441508918457136e-02	1.198516378243725533e-01
1.081104650374914300e+01	1.430591075860613431e-02	1.196073190009964843e-01
1.073647515492942084e+01	1.438057345585608965e-02	1.199190287479684758e-01
1.066241817685659043e+01	1.433246036392637687e-02	1.197182540965511105e-01
1.058887202155586316e+01	1.441539777118053950e-02	1.200641402383764988e-01
1.051583316552532033e+01	1.432550977860157747e-02	1.196892216475718279e-01
1.044329810956709714e+01	1.436131558171897978e-02	1.198387065255586831e-01
1.037126337861973724e+01	1.429095665294692792e-02	1.195447893174224757e-01
1.029972552159173738e+01	1.433371492029019215e-02	1.197234936020921126e-01
1.022868111119616152e+01	1.429855265725152487e-02	1.195765556338345276e-01
1.015812674378647706e+01	1.430821767836822425e-02	1.196169623354824407e-01
1.008805903919347990e+01	1.434345433156103411e-02	1.197641612986165144e-01
1.001847464056336001e+01	1.436797516730815329e-02	1.198664889254213300e-01
9.949370214196871842e+00	1.433970224311828696e-02	1.197484957864535654e-01
9.880742449389632753e+00	1.436589499449615268e-02	1.198578115706112474e-01
9.812588058273490788e+00	1.433473041522585929e-02	1.197277345280777366e-01
9.744903775659038203e+00	1.438254483390257257e-02	1.199272480877576624e-01
9.677686358879146411e+00	1.441089914024063813e-02	1.200454044944688353e-01
9.610932587633637780e+00	1.445059336730408414e-02	1.202106208589910075e-01
9.544639263834985954e+00	1.434619339668158008e-02	1.197755959980228158e-01
9.478803211455135269e+00	1.444254653426309092e-02	1.201771464724599447e-01
9.413421276373290070e+00	1.449018903986293641e-02	1.203752010999896011e-01
9.348490326224847990e+00	1.444336952479734378e-02	1.201805704962218280e-01
9.284007250251310239e+00	1.450192573478923004e-02	1.204239417009310142e-01
9.219968959151248811e+00	1.448185255294663284e-02	1.203405690236947212e-01
9.156372384932330633e+00	1.446216108697532740e-02	1.202587256167939184e-01
9.093214480764286733e+00	1.449499919808995042e-02	1.203951792975530705e-01
9.030492220832977424e+00	1.450583029809643723e-02	1.204401523500217008e-01
8.968202600195416707e+00	1.452685988659929706e-02	1.205274237947501215e-01
8.906342634635821653e+00	1.449693187538022426e-02	1.204032054198733714e-01
8.844909360522619224e+00	1.449208334775720954e-02	1.203830691906349892e-01
8.783899834666485162e+00	1.460217073494121838e-02	1.208394419671872666e-01
8.723311134179320803e+00	1.450382248399533988e-02	1.204318167428995445e-01
8.663140356334247727e+00	1.452580610995250071e-02	1.205230521931489329e-01
8.603384618426510144e+00	1.453775396023086926e-02	1.205726086647828516e-01
8.544041057635384462e+00	1.460740040651596280e-02	1.208610789564447119e-01
8.485106830887026774e+00	1.459052733606469587e-02	1.207912552135488593e-01
8.426579114718267149e+00	1.459603806764026880e-02	1.208140640308083824e-01
